subject,number,name,credit_num,description,prerequisites,course
ENGL,312,Topics in Fiction ,3,"An examination of works of fiction chosen to represent a particular type, a given historical period or selected writers. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic.",One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 312
ENGL,314,Topics in Drama ,3,"An examination of plays chosen to represent a particular type of drama, a given historical period or the works of selected playwrights. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic.",One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 314
ENGL,315,Studies in World Literature ,3,"A study of selected literary works from a single nation or from several nations, with the focus on a century, movement, genre, theme or individual writer. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 12 credits or 4 attempts.",,ENGL 315
ENGL,316,Literature and the Other Arts ,3,"A study of the relationship between literature and music, film and the fine arts, with an emphasis on common concerns, solutions and terminology. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 12 credits.",One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 316
ENGL,317,Literature and the Sciences ,3,"A study of the relationship between literature and the social, natural or physical sciences. Topics will be published in the Schedule of Classes.",One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 317
ENGL,318,Myth and Literature ,3,Studies in the mythologies of various cultures and in the relationship between myth and literature. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic.,One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 318
ENGL,320,Topics in Communication and Technology ,3,A study of key areas of inquiry in the field of communication and technology. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 6 credits.,One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 320
ENGL,321,Internship in Tutoring Writing ,4,"Course work and practical experience in peer tutoring college writing. Students will learn about tutoring writing through class work that includes reading in the fields of tutoring and composition theory, discussion, and written assignments, along with a tutoring practicum at the Writing Center. In addition, students will be analyzing and refining their own writing process. Note: You must have Sophomore standing or higher, recommendation from an instructor in the English Department, a 3.0 cumulative GPA and evidence of strong writing ability to receive permission to enroll in the course.",ENGL 100 with a grade of ‘C’ or better.,ENGL 321
ENGL,323,Advanced Skills in Tutoring Writing ,3,This course expands students’ knowledge of writing tutoring theory and practice while providing them with a strong foundation in standard English grammar and ESL teaching and tutoring methods. Students apply what they learn to tutoring situations in the Writing Center and use their experiences as tutors to make connections with course readings and activities.,ENGL 321 with a grade of ‘C’ or better.,ENGL 323
ENGL,324,Theories of Communication and Technology ,3,"This course focuses on important theories and issues in communication and technology studies, exploring them from various historical and contemporary perspectives. Students will become acquainted with the major movements in the field and the scholars who have shaped them.",ENGL 300 or MCS 222 with a grade of ‘C’ or better.,ENGL 324
ENGL,326,The Structure of English ,3,"An advanced study of some of the important theories of grammatical structure, intended especially for prospective teachers or writers. This course should not be viewed as a remedial course.",ENGL 100 with a grade of ‘C’ or better.,ENGL 326
ENGL,330,Researching Communicative Practices ,3,"This course examines some of the issues, questions, concerns, and challenges faced by those interested in learning about why, how, and when people use writing and other communicative tools to help them accomplish specific goals. The course examines the way school-based writing has been researched and represented as well as how communicative practices associated with the workplace, the home, and the community have been researched and represented. Some of the questions this course seeks to address: What do researchers hope to gain by examining how children, college-aged students, famous writers, housewives, prisoners, office workers, web designers, and engineering teams use writing as well as other communicative resources to accomplish specific objectives? How do researchers decide upon their methods, and how do they choose their projects’ participants? Finally, how are the results of their studies represented for an audience? Students will be required to research and write about various communicative practices, including ones in their own lives.",,ENGL 330
ENGL,331,Contemporary British Literature ,3,"An examination of selected works in British literature from the 1930s to the present, with emphasis on literary developments since World War II.  Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 6 credits.",One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 331
ENGL,332,Contemporary American Literature ,3,"An examination of selected works in American literature from the 1930s to the present, with emphasis on literary developments since World War II.  Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 12 credits.",One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 332
ENGL,332H,Contemporary American Literature ,3,"An examination of selected works in American literature from the 1930s to the present, with emphasis on literary developments since World War II.  Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 12 credits.",One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 332H
ENGL,334,Medieval Literature ,3,"A study of the poetry, drama, and/or prose of the medieval period, c. 350-1500. Topics vary each semester taught.",ENGL 301 with a grade of ‘C’ or better.,ENGL 334
ENGL,336,Medieval and Early Modern Drama ,3,"A study of medieval and/or early modern drama, largely excluding Shakespeare.",ENGL 301 with a grade of ‘C’ or better.,ENGL 336
ENGL,339,Early Modern Literature ,3,A study of the poetry and prose of the sixteenth and seventeenth centuries.,ENGL 301 with a grade of ‘C’ or better.,ENGL 339
ENGL,340,Major Literary Traditions and Movements ,3,An examination of works that represent selected literary movements or periods that have shaped British and American literature. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic.,One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 340
ENGL,342,Principles and Practices of Visual Literacy ,3,"This course emphasizes the visual aspect of communication and its important role in meaning-making. Now, perhaps more than ever, visual images are used to produce, represent, identify, and circulate information. The facility to code and decode these visual images is an essential part of what it means to be literate today. Exploring the conventions of visual communication as well as the adaptation of those conventions to specific situations, students will read about visual literacy, analyze specific instances of visual communication, and construct visuals that communicate meaning in various contexts.",ENGL 100 and any 200-level ENGL course with a grade of ‘C’ or better.,ENGL 342
ENGL,343,Introduction to Genre Analysis ,3,"This course explores the role of genre in shaping society and the everyday actions of individuals. Students will explore the following questions: What constitutes a genre, and what functions does it accomplish in the world? How does a genre work to stabilize knowledge and particular realities in various contexts? How can the use of genre promote social change? What happens when genre expectations are not met, that is, when the genre conventions accepted by a particular community are flouted either intentionally or by mistake? As students formulate answers to these questions, they will come to understand genres not as static categories but as dynamic ways of processing information that shape the world we inhabit.",ENGL 100 and any 200-level ENGL course with a grade of ‘C’ or better.,ENGL 343
ENGL,344,Topics in Textual Studies ,3,"This course will take up a range of topics associated with the production, editing, circulation, preservation and reception of texts. Topics will be published in the Schedule of Classes.",One ENGL course with a grade of ‘C’ or better.,ENGL 344
ENGL,345,Topics in Literature and History ,3,"This course analyzes literary texts, broadly defined, in their contemporary historical contexts. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 6 credits or 2 attempts.",One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 345
ENGL,346,Literary Themes ,3,The origin and development of selected themes through various genres and periods. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic.,One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 346
ENGL,346H,Literary Themes - Honors ,3,The origin and development of selected themes through various genres and periods. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Recommended Preparation: Completion of a 200-level literature course with a grade of ‘C’ or better.,,ENGL 346H
ENGL,347,Contemporary Developments in Literature & Culture ,3,"In this course, we will seek to identify key developments in recent and contemporary culture and the major intellectual and aesthetic influences that help shape our values and actions.  Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 9 credits or 3 attempts.",One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 347
ENGL,348,Literature and Culture ,3,"A study of the relationship between literature and culture, with emphasis on literature as the product and manifestation of cultural forces. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic.",One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 348
ENGL,349,The Bible and Literature ,3,A study of the relationship between the Bible and selected literary texts.,One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 349
ENGL,350,Major British and American Writers ,3,An examination of selected works of one or more British and/or American writers. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic.,One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 350
ENGL,351,Studies in Shakespeare ,3,"Studies in Shakespeare’s major works. By focusing on a particular theme or idea, or a particular set of plays, etc., this course will provide the English major with an in-depth examination of Shakespeare’s times and works. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic.",ENGL 250 or ENGL 301 with a grade of ‘C’ or better.,ENGL 351
ENGL,353,Rhetorical Theory ,3,"This course provides an introduction to the concept of rhetorical theory and explores a number of theories that have developed with the purpose of understanding language in use. Readings may include classical as well as modern rhetorical theories and will map the evolution of various rhetorical concepts such as audience and context. Because the study of rhetoric seeks to explain the material and ideological effects of language, students will be asked to make connections between everyday language use and broader issues of identity, power and agency.",ENGL 300 with a grade of ‘C’ or better.,ENGL 353
ENGL,355,Communicative Practices and Play Theory ,3,"In his 2005 publication, “At Play in the Fields of Writing: A Serio-Ludic Rhetoric,” Albert Rouzie argues that “the deeply entrenched divisions between work and play, seriousness and frivolity, and order and chaos…ultimately impoverished our culture’s approach to literacy” (27). This course will explore how some of these “deeply entrenched divisions between work and play” came about, and then it will examine how recent attempts to anneal the work/play split promise to positively impact our abilities to make and negotiate meaning in a rapidly changing world. Course readings will be drawn from a variety of fields and disciplines including Rhetoric and Composition, Literacy Studies, New Media Studies, Gaming Studies, Sociology, Psychology, Education and Anthropology. Recommended Preparation: ENGL 100 and a 200-level English course with grades of ‘C’ or better.",,ENGL 355
ENGL,360,The Literature of Minorities ,3,"Readings in and analysis of the literature of a racial, ethnic, sexual or social group of America or Great Britain. This is not an overall survey, but it focuses on an aspect of the literature of one group; e.g., black-American fiction, American-Indian poetry. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 6 credits.",One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 360
ENGL,361,Studies in Black Drama ,3,"The portrayal of the black experience in plays by primarily black dramatists. Examination of problems encountered in reading or producing plays of black writers. Experiments and new directions in black drama and theatre. Selections will treat a specific historical period, theme or group of dramatists from one or more areas of concentration: Africa, the United States, Caribbean and Latin America. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 6 credits.",AFST 261 with a grade of ‘D’ or better.,ENGL 361
ENGL,362,Studies in Black Poetry ,3,"Examination of a theme, group of poets, or historical period in the development and evolution of black poetry. The special contribution of poetry in the development of a black ethos and a black consciousness. Poets may come from one or more of three geographic areas: Africa, the United States, the Caribbean and Latin America. Special selections of black poetry from other areas may be included. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 6 credits.",AFST 260 or AFST 261 with a grade of ‘D’ or better.,ENGL 362
ENGL,364,Perspectives on Women in Literature ,3,"Reading and analysis of literature by or about women. The course intends to familiarize students both with major women writers and with ways in which women have been portrayed in literature. Particular attention will be paid to issues of canonization, gender and genre, as well as to the development of a female literary tradition. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic.",ENGL 100 and any 200-level ENGL course with a grade of ‘C’ or better.,ENGL 364
ENGL,366,World Literature Written in English ,3,"A study of writers from English-speaking countries (e.g., Canada and Australia) whose works and national literary traditions are not covered in the standard British-American literary curriculum, and of those writers (e.g., Indian and Nigerian) whose native language is not English, but who have chosen to write in it to reach a wide international audience. Some attention is paid to the political implications of such choices and to the distinctive linguistic and rhetorical features of such works.  Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 12 credits.",One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 366
ENGL,369,Race and Ethnicity in U.S. Literature ,3,"This course examines how notions of race and ethnicity are represented, contested, and reconsidered in U.S. fiction of the mid-nineteenth century through the present. Special attention will be paid to how race intersects with gender, sexuality, and class. Course readings are drawn from writers of a range of ethnic backgrounds.",One 200-level ENGL course with a grade of ‘C’ or better.,ENGL 369
ENGL,371,Creative Writing-Fiction ,3,A second course in the writing of prose fiction.,ENGL 271 with a grade of ‘C’ or better.,ENGL 371
ENGL,372,Creative Writing: Scriptwriting ,3,"A second course in scriptwriting, with variable emphasis on drama, film, television, radio and interactive multimedia.",ENGL 272 with a grade of ‘C’ or better.,ENGL 372
ENGL,373,Creative Writing-Poetry ,3,A second course in writing poetry.,ENGL 273 with a grade of ‘C’ or better.,ENGL 373
ENGL,375,Topics in Creative Writing ,3,"This course examines a body of creative work, or a specific author’s work, with an emphasis on writing craft. Students will read and analyze a variety of texts, and also produce and share their own, drawing on the ideas and approaches in the works they read. Significant revision and reflection are components of the course, along with discussion and practice. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 6 credits or 2 attempts.","ENGL 271 , ENGL 272 , or ENGL 273 with a grade of ‘C’ or better.",ENGL 375
ENGL,379,Principles and Practices in Technical Communication ,3,"This course introduces students to writing that communicates information, often of a technical nature, to nonexperts who must use or act upon that information. Students will analyze and practice a variety of genres, including memos, reports, instructions and proposals; learn techniques of audience accommodation; and explore rhetorical principles involved in researching, designing, drafting and testing effective documents. Students can expect to work collaboratively and to develop their skills in producing multimedia documents.",ENGL 300 or ENGL 393 with a grade of ‘C’ or better.,ENGL 379
ENGL,380,Introduction to News Writing ,3,An introduction to news reporting with emphasis on techniques of news gathering and the principles of editing. The course explores problems of news reporting in the various mass media.,ENGL 100 with a grade of ‘C’ or better.,ENGL 380
ENGL,382,Feature Writing ,3,"An introduction to writing feature and magazine-length articles for publication. The material will be gathered by the student on people, places, things and activities in and around Baltimore. The course includes research and interviewing techniques, writing for a specific audience or market, and practice in editing manuscripts.",ENGL 100 with a grade of ‘C’ or better.,ENGL 382
ENGL,383,Science Writing ,3,"This course introduces the student to the realities of modern print journalism and offers supervised practice in preparing various types of stories on scientific subjects. The three major areas of concentration are media for science communications, translating the languages of science and writing the science story. Topics will be published in the Schedule of Classes.",ENGL 100 with a grade of ‘C’ or better.,ENGL 383
ENGL,384,Topics in Journalism ,3,"Topics will focus closely on areas of journalism ranging from historical trends in journalism in the 19th and early 20th century as well as the rise of the tabloid press and the modern development of digital news media. Topics may include the history of the press in the United States, press law, the significance of other news media such as television and radio broadcasting, and the ways that the Internet and digital news coverage have changed the way we become informed about local, regional, national and international news. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 9 credits or 3 attempts.",ENGL 100 and any 200- or 300-level ENGL course with a grade of ‘C’ or better.,ENGL 384
ENGL,385,New Media and Digital Literacies ,3,"This course aims to promote “digital literacy.” That is, it aims to help students gain understanding of the ways in which new media are used to produce, consume, and represent information and cultural objects, processes that are increasingly linked to the production of culture itself. To this end, students will analyze the technologies and artifacts of new media. As students read, analyze, and construct new media texts, they will learn about the historical and theoretical contexts for the development of these dynamic and still emerging technologies. Students will come to understand the ways in which these technologies are increasingly responsible for the cultural landscape of our daily lives.",ENGL 100 and any 200-level ENGL course with a grade of ‘C’ or better.,ENGL 385
ENGL,386,Adult Literacy Tutoring: Theory and Practice ,4,"Students in this course will discuss theories of language and literacy acquisition pertaining to adult learners. They will then apply these theories in actual tutoring experiences. In addition, students will read and respond in writing to contemporary research concerning the social, political, and economic causes of illiteracy as well as suggested ways to ameliorate illiteracy on the social and individual levels. Authors whose work students may read include Paulo Freire, John Dewey, W.E.B. DuBois, Mike Rose, Glenda Hull, and Denny Taylor. This course requires that students spend four hours per week serving as tutors to adult literacy learners in a Baltimore City community center.",,ENGL 386
ENGL,387,Web Design and Multimedia Authoring ,3,"This course will give students a foundation in the production and analysis of digital texts. Like other kinds of texts, digital texts require the exercise of language: in this case, the “languages” of code and image. We will thus learn to use Hypertext Markup Language (XHTML) and Cascading Style Sheets (CSS) - the code basis of web texts - in order to gain a thorough understanding of digital writing. We will also learn to “read” digital texts in their many incarnations - web texts, hypertexts, and interactive media (CD/DVD) texts. We will learn the complexities of digital narrative and design and learn how to compose creative and critical texts in our new medium.",ENGL 100 and a 200 level ENGL course with a grade of ‘C’ or better.,ENGL 387
ENGL,391,Advanced Exposition and Argumentation ,3,"This course shows students how to locate, gather and arrange information to produce sophisticated arguments. The course will contain readings drawn from various disciplines.",ENGL 100 with a grade of ‘C’ or better.,ENGL 391
ENGL,391E,Advanced Exposition and Argumentation for ESL Students ,3,"This course shows students how to locate, gather and arrange information to produce sophisticated arguments. The course will contain readings drawn from various disciplines.",ENGL 110 with a grade of ‘C’ or better and completion of 30 credits.,ENGL 391E
ENGL,392,Tutorial in Writing ,3,"This course in research writing expands students’ experience with scholarly sources and other sources, such as journalism and media, interviews and observation, and archival materials. Students will use these to develop writing projects that explore complex questions related to their academic or career interests. The course’s small-group tutorial setting employs extensive peer and instructor feedback to foster the development of the writing.",ENGL 100 with a grade of ‘C’ or better.,ENGL 392
ENGL,393,Technical Communication ,3,"This course teaches students from various disciplines to communicate technical information effectively. The course’s emphases on critical thinking, synthesis, analysis, and the writing process help students to inform and persuade their audiences through the composition of technical documents. Reflecting a professional writing style and document design principles, these documents demonstrate how text and visuals work together to reach different audiences with specific needs. Students also develop oral communication and collaborative skills along with technological and visual literacy. Topics will be published in the Schedule of Classes.",ENGL 100 or ENGL 391 with a grade of ‘C’ or better and completion of 60 credits.,ENGL 393
ENGL,393E,Technical Communication for ESL Students ,3,"This course is designed to teach students with diverse backgrounds and interests how to communicate technical information effectively. With the course’s emphases on critical thinking, synthesis and analysis, students learn how to inform and persuade in technical documents that require strategic decisions on content, organization, writing style and document design. These documents are applicable to many disciplines and to the workplace, and they demonstrate how text and visuals work together to reach various audiences with specific needs. Students also work to develop oral communication, technological and visual literacy, and collaborative skills. Topics will be published in the Schedule of Classes.",ENGL 110 with a grade of ‘C’ or better and completion of 60 credits.,ENGL 393E
ENGL,394,Technical Editing ,3,"A logical supplement to ENGL 393 Technical Communication , the course provides specialists with tools to refine professional writing. This course continues to focus on various formats, such as abstracts, lab reports, review papers and journal articles. Copy-editing and substantive editing techniques will be learned and applied to technical level, organization, format, style, content and graphics presentation.",ENGL 300 or ENGL 393 with a grade of ‘C’ or better.,ENGL 394
ENGL,395,Internship in Tutoring Writing ,4,"Course work and practical experience in peer tutoring college writing. Students will learn about tutoring writing through class work that includes reading in the fields of tutoring and composition theory, discussion, and written assignments, along with a tutoring practicum at the Writing Center. In addition, students will be analyzing and refining their own writing process. Note: You must have Sophomore standing or higher, recommendation from an instructor in the English Department, a 3.0 cumulative GPA and evidence of strong writing ability to receive permission to enroll in the course.",ENGL 100 with a grade of ‘C’ or better.,ENGL 395
ENGL,396,Methods of Teaching English in the Secondary Schools ,3,"This course examines how notions of race and ethnicity are represented, contested, and reconsidered in U.S. literature. Special attention will be paid to how race intersects with gender, sexuality, and class. Course readings are drawn from writers of a range of ethnic backgrounds. Recommended Preparation: Completion of 200-level literature course with a grade of ‘C’ or better.",EDUC 412 with a grade of ‘B’ or better.,ENGL 396
ENGL,397,Tutorial in Creative Writing (1,3,An individualized course for advanced students in creative writing.,ENGL 371 or ENGL 373 with a grade of ‘D’ or better.,ENGL 397
ENGL,398,Journalism Internship (1,4,"Practical experience in professional journalism. Student interns work as staff writers for a local newspaper and report regularly to the department’s journalism advisor. Students gain extensive experience in news writing, layout and publication design, and they are expected to compile a substantial portfolio of published work.  This course is repeatable for credit. Students may complete a maximum of 8 credits.","ENGL 380 , ENGL 382 , or ENGL 383 with a grade of ‘C’ or better.",ENGL 398
ENGL,399,Introduction to Honors Project ,1,"An introduction to research methods and survey of the ways in which literary works can be studied. Designed to help English honors candidates explore topics, authors and procedures to begin shaping the subject and method of the senior honors project. Recommended Preparation: Departmental Honors Candidacy.",,ENGL 399
ENGL,400,Special Projects in English (1,4,"Open to students with special projects - whether in literature, language or writing - on application to the instructor who will supervise the project. Application forms for special projects are available in the department office.  This course is repeatable for credit. Students may complete a maximum of 8 credits.",,ENGL 400
ENGL,401,Methods of Interpretation ,3,"A course on theory and practice of interpretation. ENGL 401 examines contemporary interpretation theories and the ways in which they may be applied to literature. It introduces students to various approaches to interpretation and helps them to locate the values and methods underlying various interpretive practices, including their own.",ENGL 301 with a grade of ‘C’ or better.,ENGL 401
ENGL,403,Advanced Creative Writing: Non-Fiction ,3,"An advanced course in writing and reading creative non-fiction. With the aim of building a portfolio in creative non-fiction, students will examine and practice such genres as literary travel writing, the personal essay, literary journalism, and memoir.",ENGL 303 or ENGL 332H with a grade of ‘C’ or better.,ENGL 403
ENGL,405,Seminar in Literary History ,3,An examination of some aspect of literature within a historical framework. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 12 credits. Recommended Preparation: ENGL 301 with a grade of ‘C’ or better and senior standing.,,ENGL 405
ENGL,407,Language in Society ,3,"In this course, students will study written texts and documents to learn how language actually functions in various social settings. It provides students with essential skills and methods of sociolinguistic analysis in the context of actual discourse communities. Students also will learn the politics of language use in various academic and professional contexts and the crucial role language plays in shaping our physical, cultural and economic realities.",ENGL 302 or ENGL 324 with a grade of ‘C’ or better.,ENGL 407
ENGL,409,Advanced Topics in Genre Studies ,3,Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic.,ENGL 302 with a grade of ‘C’ or better.,ENGL 409
ENGL,410,Seminar in Genre Studies ,3,"An examination of the forms and developments of literary genres (fiction, poetry, drama, autobiography, etc.) or an intensive study of one or two writers in a given genre. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 12 credits or 4 attempts. Recommended Preparation: ENGL 301 with a grade of ‘C’ or better and senior standing.",,ENGL 410
ENGL,411,Advanced Topics in Literary History ,3,Topics will be published in the Schedule of Classes.,ENGL 302 with a grade of ‘C’ or better.,ENGL 411
ENGL,413,Advanced Topics in Medieval and Early Modern Literature ,3,"Study of medieval/early modern literary texts, with focus on theoretical approaches to specific topics. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 9 credits.",One 300-level ENGL course with a grade of ‘C’ or better.,ENGL 413
ENGL,414,Adolescent Literature ,3,A survey of literature written especially for adolescents of school age (12-18 years). Selections read cut across genre and age groups. Emphasis is on understanding the literature from an adolescent’s point of view and on devising teaching strategies to create and enhance an adolescent’s understanding of the works. Attention also is paid to the development of critical skills and criteria for evaluating adolescent literature. Note: Admission to teacher education required.,ENGL 100 with a grade of ‘C’ or better.,ENGL 414
ENGL,415,Materials for Teaching Reading ,3,"This course is designed to assist pre-service and in-service teachers in understanding literacy acquisition and processes by observing and analyzing children’s language, reading and writing development as well as examining current and historical issues in language and literacy practice and research. It is organized around current, accepted, research-based theoretical models that account for individual differences in reading. Introduction to language structures including spoken syllables, phonemes, graphemes, and morphemes is included in this course. Participants will apply knowledge of the core areas of language to reading acquisition in terms of first and second language acquisition, typical development and exceptionalities. Participants will be introduced to current scientific research.",,ENGL 415
ENGL,416,Advanced Topics in Literature and Other Arts ,3,Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 12 credits.,,ENGL 416
ENGL,417,Seminar in Literature and Other Arts ,3,"An intensive study of the relationships between literature and music, film and the fine arts. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 12 credits.",ENGL 301 with a grade of ‘C’ or better and completion of 60 credits.,ENGL 417
ENGL,419,Seminar in Literature and the Sciences ,3,"An intensive study of the relationships between literature and some aspect of the physical, natural or social sciences. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Recommended Preparation: ENGL 301 with a grade of ‘C’ or better and senior standing.",,ENGL 419
ENGL,431,Seminar in Contemporary British and American Literature ,3,Advanced studies in selected works of modern British and/or American literature. The emphasis is on literary developments since World War II. Topics will be published in the Schedule of Classes. Recommended Preparation: ENGL 301 with a grade of ‘C’ or better and senior standing.,,ENGL 431
ENGL,435,Digital Humanities ,3,"This course will provide an undergraduate-level exposure to the digital humanities, covering several distinct areas within the field including humanities computing, critical code studies, and new media studies. It will introduce students to foundational and state-of-the-art humanities computing tools for the analysis and archiving of texts, and expose students to current trends in and criticism of digital literature and interactive fiction/game theory. Students will be expected to work with code and software tools.  This course is repeatable for credit. Students may complete a maximum of 9 credits or 3 attempts.",ENGL 387 with a grade of ‘C’ or better.,ENGL 435
ENGL,442,Seminar In Visual Literacy ,3,"This course focuses on the impact of new media on an evolving visual and technological literacy. The course will examine literacy development and expectations in contemporary communication forms. To ground the study we will begin with a solid history of literacy development, both visual and textual, across cultures. The course goal is both to understand how we see and how we communicate in various cultural contexts. Practical applications will include both composing and designing in the computer-mediated classroom. We will explore art history, reading and writing theory, and the evolution and sociological expectations of literacy development. Technology’s impact on our literacy practices is great in scope; only by comparing print literacy with electronic literacy can we truly begin to understand, interpret, and create documents that meet contemporary visual and textual literacy expectations.",ENGL 300 with a grade of ‘C’ or better.,ENGL 442
ENGL,447,Online Voice and Community ,3,"The social capital that shapes communities can be strengthened by technology. In fact, online communities, across cultures, have provided the space for disenfranchised and silenced voices - voices for literacy, for freedom, for politics, for support, for justice. The purposes vary, but the design, engagement, and outcome of successful online communities all share the attribute of valued voice. Using Kollack, Powazek and others, students will examine culturally specific online communities, analyzing text, voice, ethics, language, and structure. As well as studying, evaluating, and analyzing aspects of online voice, students will participate in online communities. The course will incorporate online communication as well as traditional writing processes.  Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 12 credits.",,ENGL 447
ENGL,448,Seminar in Literature and Culture ,3,"An intensive study of the relationships between literature and culture, with emphasis on literature as a product and manifestation of cultural forces. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 12 credits. Recommended Preparation: ENGL 301 with a grade of ‘C’ or better and senior standing.",,ENGL 448
ENGL,449,Seminar in Genre Analysis ,3,"Taught in an electronic classroom, Genre Analysis will be guided by the theory and methodologies, primarily, of Swales and Bakhtin. Students will conduct what Swales calls textographies or studies of text and situation. In particular, we will examine the rhetoric of academia, science, media and law, both print and electronic. During the course, students will employ multi-methodologies to study text, including observation, discourse analysis, interview, and think-aloud protocols. We will also investigate academic writing and the development of academic language and literacy. The face-to-face course will incorporate online communication, as well as traditional writing processes and will explore rhetorical analysis as compared to genre analysis.",ENGL 301 with a grade of ‘C’ or better and completion of 60 credits.,ENGL 449
ENGL,451,Seminar in Major Writers ,3,An intensive study of one or two major British and/or American writers. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 6 credits. Recommended Preparation: ENGL 301 with a grade of C or better and senior standing.,,ENGL 451
ENGL,461,Seminar in Minority Literature ,3,"The study of a form, period, major figure or theme in the literature of one ethnic, racial, sexual or social minority group in America or Great Britain. Topics will be published in the Schedule of Classes. Recommended Preparation: ENGL 301 with a grade of ‘C’ or better and senior standing.",,ENGL 461
ENGL,464,Studies in Women and Literature ,3,"The study of literature by or about women with an introduction to feminist literary theory and methods. The course will address questions of canonicity and a female literary tradition. It will examine the relationship between gender and genre, identify patterns of gender representation, and introduce students to key terms and questions in the scholarly study of gender and sexuality.  Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 9 credits or 3 attempts.",One 300-level ENGL course with a grade of ‘C’ or better.,ENGL 464
ENGL,469,Studies in Race and Ethnicity ,3,"A focused study of race and ethnicity in literature and the relevant theoretical frameworks that shape the field. This course is not bound to a specific time period or region and may center on a particular author, genre, literary form, historical moment, or critical methodology. Topics will be published in the Schedule of Classes. This course is repeatable for credit with different topic. Students may complete a maximum of 9 credits or 3 attempts.",One 300-level ENGL course with a grade of ‘C’ or better.,ENGL 469
ENGL,471,Advanced Creative Writing-Fiction ,3,An advanced course in writing fiction.,ENGL 371 with a grade of ‘C’ or better.,ENGL 471
ENGL,473,Advanced Creative Writing-Poetry ,3,An advanced course in writing poetry.,ENGL 373 with a grade of ‘C’ or better.,ENGL 473
ENGL,475,Special Studies in Creative Writing ,3,"A course in which advanced creative writing students work on collaborative or individual projects that embrace more than one artistic discipline or writing genre. Recommended Preparation: Six credit hours of creative writing in two different genres, or six credit hours in at least two of the following three areas: creative writing, theatre, or visual arts.",,ENGL 475
